tconst	startYear	primaryTitle	averageRating	numVotes
tt0067429	1972	Caliber 9	7.4	5197
tt0073864	1975	The Old Gun	7.5	5196
tt0407851	2004	Hana and Alice	7.2	5195
tt0048933	1956	Street of Shame	7.8	5194
tt0054188	1960	Please Don't Eat the Daisies	6.4	5191
tt5563330	2017	Whitney: Can I Be Me	6.8	5190
tt8197998	2018	Wolf	6.7	5190
tt0051720	1958	Equinox Flower	7.8	5189
tt0093754	1984	Repentance	8.0	5187
tt1114723	2008	The Man Who Loved Yngve	7.0	5186
tt0031507	1939	Jesse James	7.0	5186
tt20256556	2022	The Greatest Lie Ever Sold: George Floyd and the Rise of BLM	7.0	5185
tt0048990	1956	Pursuit of the Graf Spee	6.6	5185
tt5600714	2016	Laal Rang	7.8	5185
tt3142958	2013	Water and Fire	6.1	5184
tt0483180	2005	Thanmathra	8.4	5184
tt0024473	1933	The Private Life of Henry VIII	7.0	5179
tt1396557	2009	Winnebago Man	7.2	5179
tt0061814	1967	The Incident	7.6	5178
tt10649016	2020	Safety	6.8	5177
tt0368619	2004	Brides	7.6	5177
tt0096171	1988	Stealing Home	6.6	5176
tt0056368	1962	The Premature Burial	6.5	5176
tt2499076	2013	The Crash Reel	8.2	5175
tt0037168	1944	The Pearl of Death	7.1	5175
tt0069824	1972	Brother Sun, Sister Moon	7.2	5173
tt23638614	2024	Unsung Hero	7.0	5173
tt0254199	2001	CQ	6.2	5172
tt0055796	1962	Billy Budd	7.8	5166
tt0250202	2001	All Over the Guy	6.4	5165
tt4080672	2015	Daddy or Mommy	6.0	5165
tt0073858	1975	The Lost Honor of Katharina Blum	7.3	5165
tt14640242	2021	Together	6.2	5165
tt0031397	1939	Gulliver's Travels	6.6	5164
tt0075938	1977	The Devil, Probably	7.1	5163
tt3526706	2015	Chevalier	6.2	5161
tt29332321	2011	Wendigo	8.2	5160
tt0040765	1948	The Search	7.8	5160
tt2318405	2012	White Tiger	6.1	5160
tt0120722	1998	Living Out Loud	6.5	5159
tt1454523	2010	Black Bread	6.9	5159
tt0023382	1932	Red Dust	7.2	5159
tt4771932	2016	The Happiest Day in the Life of Olli Maki	7.2	5158
tt0192718	1974	The Man Who Sleeps	7.9	5156
tt11199356	2020	Bheeshma	6.6	5155
tt0043961	1951	The Red Badge of Courage	7.1	5155
tt1638328	2011	Love Lasts Three Years	6.1	5152
tt0420260	2004	Tony Takitani	7.2	5152
tt3822388	2014	Madras	7.9	5151
tt0279065	2001	Time Out	7.3	5151
tt0054144	1960	When a Woman Ascends the Stairs	8.0	5151
tt0890885	2007	Saturn in Opposition	6.7	5151
tt0809951	2007	Empties	7.2	5151
tt17491040	2022	The Pirates: The Last Royal Treasure	6.1	5151
tt26731216	2024	The Forge	6.7	5150
tt6412864	2017	On the Beach at Night Alone	6.8	5150
tt0043511	1952	Europe '51	7.4	5150
tt0424237	2004	Lila dit ça	6.8	5148
tt0101891	1991	The Five Heartbeats	7.6	5148
tt1319569	2008	Home	6.9	5148
tt0442268	2004	Be with You	7.8	5147
tt1722450	2010	Inadequate People	7.3	5147
tt4766630	2018	The Awakening of Motti Wolkenbruch	6.6	5145
tt9902160	2020	Herself	7.0	5145
tt3244992	2014	Trailer Park Boys: Don't Legalize It	7.3	5144
tt14179942	2022	Good Night Oppy	7.7	5142
tt2204371	2012	SOMM	7.0	5142
tt0057809	1964	36 Hours	7.3	5142
tt0052876	1959	The Hanging Tree	7.1	5142
tt1344355	2009	The Governor	7.3	5142
tt0021739	1931	The Bitch	7.5	5140
tt8727582	2019	Circus of Books	7.1	5139
tt0038589	1946	The Harvey Girls	7.0	5138
tt0290937	1992	Yoddha	8.4	5138
tt0052278	1958	Teacher's Pet	7.1	5135
tt0022599	1931	À Nous la Liberté	7.4	5134
tt0098436	1989	The Tall Guy	6.2	5133
tt6892462	2018	The World Is Yours	6.3	5133
tt0038622	1946	Humoresque	7.3	5133
tt0246500	2001	Who Is Cletis Tout?	6.3	5132
tt0478566	2006	Those Happy Days	6.8	5132
tt0105652	1991	Pushing Hands	7.2	5131
tt27655979	2023	O.Baby	6.7	5131
tt0098300	1988	Shag	6.4	5131
tt0102655	1991	The Perfect Weapon	6.0	5130
tt8269552	2018	3 Faces	7.0	5130
tt4058500	2015	A Perfect Man	6.8	5129
tt29341882	2007	Strawberry Melancholy	8.4	5129
tt8983180	2019	Made in China	6.2	5128
tt0107920	1993	Raining Stones	7.3	5126
tt2901736	2013	Ilo Ilo	7.2	5126
tt0475756	2005	Thirupaachi	6.5	5125
tt0069303	1972	Sounder	7.5	5125
tt0083366	1981	Zorro: The Gay Blade	6.2	5124
tt0099316	1990	Crazy People	6.0	5123
tt0105851	1992	Full Contact	7.1	5123
tt8282042	2018	Donbass	6.6	5123
tt15494038	2022	Drifting Home	6.3	5123
tt5836316	2017	The Last Movie Star	7.0	5122
tt0103045	1991	Fight Back to School	7.1	5122
tt0085693	1983	House of the Long Shadows	6.2	5116
tt0067820	1971	Taking Off	7.3	5113
tt3007302	2014	Boy Meets Girl	7.1	5112
tt32292009	2024	Laggam	8.2	5109
tt0065439	1970	The Confession	7.8	5109
tt0069390	1972	They're Coming to Get You!	6.6	5109
tt0120471	1997	Would I Lie to You?	6.4	5108
tt19853698	2024	Música	6.4	5108
tt1002567	2007	Hansel and Gretel	6.7	5107
tt0120370	1997	Trekkies	6.9	5106
tt3260524	2020	A Secret Love	7.8	5106
tt0255306	1991	Kilukkam	8.7	5106
tt0780061	1995	Redhat and Cousin	8.1	5105
tt1470024	2010	Tuesday, After Christmas	6.9	5104
tt0045557	1953	The Bigamist	6.8	5104
tt0248547	1998	Tholi Prema	8.3	5104
tt0067402	1971	Mary, Queen of Scots	7.1	5103
tt0047630	1954	Ulysses	6.6	5099
tt0048283	1955	Land of the Pharaohs	6.6	5099
tt10728764	2020	Nobody Knows I'm Here	6.5	5099
tt0435776	2004	The White Diamond	7.5	5098
tt0100491	1991	Riff-Raff	7.0	5098
tt0054353	1960	The Sundowners	7.1	5097
tt0050393	1958	Fiend Without a Face	6.1	5097
tt6462462	2017	Le brio	6.7	5096
tt0378215	2004	King's Game	7.3	5096
tt0037611	1945	Conflict	7.1	5095
tt0068828	1972	Lady Sings the Blues	7.0	5095
tt0076059	1977	Fun with Dick and Jane	6.4	5094
tt0064861	1969	This Man Must Die	7.6	5093
tt1130088	2008	Is Anybody There?	6.6	5092
tt0110201	1994	Hail the Judge	7.5	5091
tt0056406	1962	Requiem for a Heavyweight	7.8	5090
tt0063291	1968	Memories of Underdevelopment	7.6	5090
tt1483753	2010	Pure	6.9	5088
tt0496226	2006	Seven and a Half	7.8	5088
tt0455507	2005	The God Who Wasn't There	6.9	5087
tt0044419	1952	The Big Sky	6.9	5087
tt0093828	1987	Real Men	6.0	5087
tt5351818	2017	Rock'n Roll	6.0	5086
tt7545566	2018	Skate Kitchen	6.8	5086
tt1129435	2008	The Beaches of Agnès	8.0	5085
tt0079596	1979	My Brilliant Career	7.1	5085
tt11994750	2020	Made You Look: A True Story About Fake Art	7.0	5085
tt0105859	1992	Dragon Inn	7.2	5085
tt2594950	2013	The Major	7.2	5083
tt3019694	2014	Not My Day	6.5	5083
tt1821427	2012	Offender	6.1	5082
tt0760188	2007	When Nietzsche Wept	6.4	5081
tt15507512	2024	The Piano Lesson	6.2	5080
tt0856008	2006	Sharkwater	7.8	5080
tt0417944	2005	Manual of Love	6.3	5079
tt21958136	2024	The Wasp	6.1	5079
tt0050873	1957	Quatermass 2	6.7	5078
tt0082764	1981	Modern Romance	7.0	5078
tt1927077	2011	Letters to Santa	7.2	5077
tt0468795	2005	Linda Linda Linda	7.5	5075
tt0858492	2006	Vikramarkudu	7.7	5075
tt21419928	2025	Let's Meet	6.6	5075
tt1509803	2010	Griff the Invisible	6.0	5074
tt0068161	1972	The Dawns Here Are Quiet	8.1	5073
tt0108504	1992	For a Lost Soldier	7.5	5073
tt0018051	1927	The Kid Brother	7.6	5072
tt0303356	2002	Biggie & Tupac	6.7	5072
tt14960612	2023	See You on Venus	6.1	5070
tt2260850	2014	4 Moons	7.4	5070
tt16118722	2022	Tony Hawk: Until the Wheels Fall Off	8.0	5069
tt0118976	1997	Didier	6.3	5069
tt0069421	1972	Your Vice Is a Locked Room and Only I Have the Key	6.6	5069
tt0444628	2006	Fay Grim	6.1	5069
tt20315818	2023	Ezra	6.5	5068
tt0043899	1951	Pandora and the Flying Dutchman	6.9	5068
tt3530978	2016	Correspondence	6.1	5068
tt5936692	2016	The Last Family	7.4	5067
tt0043918	1952	The Little World of Don Camillo	7.6	5067
tt1977739	2012	Call Girl	6.5	5065
tt1805263	2010	I Am Kalam	7.9	5065
tt0905329	2007	El Greco	6.5	5062
tt1661031	2010	Brindaavanam	7.1	5059
tt26420234	2024	Music by John Williams	8.2	5059
tt0041239	1949	Champion	7.3	5059
tt0090257	1985	My Sweet Little Village	7.8	5058
tt0326449	2002	Zona Zamfirova	7.3	5057
tt0042039	1950	Whirlpool	6.7	5057
tt0369053	2005	Separate Lies	6.4	5057
tt13932162	2021	Secret Magic Control Agency	6.2	5057
tt8263936	2019	The Mystery of Henri Pick	6.7	5057
tt1224366	2008	Afterschool	6.0	5056
tt1230215	2012	Not Fade Away	6.0	5056
tt0045554	1953	Welcome Mr. Marshall!	7.9	5056
tt0401244	2005	The Baxter	6.4	5055
tt0025464	1934	Manhattan Melodrama	7.1	5055
tt0032818	1940	The Mummy's Hand	6.0	5055
tt7019820	2017	Velaikkaran	7.2	5054
tt1340108	2008	Killer Bean Forever	6.6	5054
tt0339707	2003	Song for a Raggy Boy	7.5	5054
tt1172203	2008	Sita Sings the Blues	7.6	5052
tt0075651	1977	Shock	6.3	5052
tt9418878	2019	A Tale of Three Sisters	7.4	5052
tt1935940	2014	Get Santa	6.3	5051
tt11502940	2021	Sulthan	6.2	5051
tt0088040	1984	The Holy Innocents	8.1	5051
tt2800340	2016	On the Milky Road	6.3	5051
tt1758610	2012	Unconditional	7.0	5050
tt1179947	2009	American: The Bill Hicks Story	7.7	5050
tt0116676	1996	The Jaguar	6.0	5050
tt0054649	1961	Babes in Toyland	6.1	5049
tt4207112	2016	Score	7.5	5049
tt1024942	2007	Just Another Love Story	7.1	5049
tt0255198	2000	Godzilla vs. Megaguirus	6.0	5049
tt0288861	2003	Godforsaken	7.1	5048
tt0110395	1994	Love and a .45	6.0	5046
tt0221559	2001	On the Edge	6.9	5046
tt3144098	2013	Commitment	6.7	5045
tt0064860	1968	Ace High	6.5	5045
tt8970448	2019	Adopt a Highway	6.3	5044
tt0084589	1982	The Return of Martin Guerre	7.4	5042
tt0157183	1998	West Beirut	7.6	5042
tt0104810	1992	Manufacturing Consent: Noam Chomsky and the Media	8.1	5042
tt0072913	1976	Master of the Flying Guillotine	7.3	5040
tt0043012	1950	Summer Stock	7.1	5039
tt0036349	1943	Sherlock Holmes in Washington	6.7	5039
tt0062301	1967	The St. Valentine's Day Massacre	6.6	5038
tt0075902	1977	Man of Marble	7.7	5036
tt10661710	2021	Born a Champion	6.8	5036
tt0811136	2006	Shut Up & Sing	7.6	5036
tt0037630	1945	The Ladies of the Bois de Boulogne	7.1	5035
tt10365912	2025	Becoming Led Zeppelin	7.5	5034
tt5737862	2017	Landline	6.4	5031
tt4726636	2016	Slack Bay	6.0	5031
tt9675464	2019	Gang Leader	7.6	5030
tt0068909	1972	Man of La Mancha	6.5	5030
tt0981352	2008	The Messenger	6.8	5030
tt0142181	1998	The Bird People in China	7.4	5029
tt0499291	1975	Oh Where	7.6	5029
tt2357788	2013	Bridegroom	8.0	5027
tt8188872	2018	Varathan	7.5	5027
tt0924317	2007	Thief of Yama	7.2	5027
tt0388838	2004	Clean	6.8	5027
tt0020475	1929	Diary of a Lost Girl	7.8	5027
tt12663250	2022	Yaksha: Ruthless Operations	6.3	5025
tt1900893	2011	Himizu	7.0	5025
tt0420318	2004	The Wedding	7.7	5021
tt0077729	1978	In a Year with 13 Moons	7.3	5020
tt0060200	1966	After the Fox	6.4	5020
tt0017048	1926	A Page of Madness	7.3	5020
tt2378830	2015	Summer of '92	6.8	5018
tt0281190	2002	Shottas	6.1	5018
tt0103743	1993	The Eight Immortals Restaurant: The Untold Story	6.8	5017
tt1181927	2009	The Bone Man	7.4	5017
tt0103295	1992	Swordsman II	7.1	5015
tt1545103	2010	Rush: Beyond the Lighted Stage	8.4	5015
tt0118064	1996	The Van	6.7	5015
tt0053644	1960	The Bellboy	6.5	5014
tt0044072	1951	The Steel Helmet	7.4	5014
tt0083001	1981	Roar	6.1	5012
tt0110588	1994	Mrs. Parker and the Vicious Circle	6.4	5011
tt0033533	1941	The Devil and Miss Jones	7.6	5009
tt7600382	2019	Ride Like a Girl	7.0	5009
tt3114132	2014	10.000 Km	6.6	5009
tt0488380	2007	Closing the Ring	6.5	5008
tt0112389	1993	The Thief and the Cobbler	7.1	5008
tt0119125	1997	Firelight	7.2	5008
tt0080397	1980	From the Life of the Marionettes	7.2	5007
tt27139868	2024	Yo Yo Honey Singh: Famous	6.8	5007
tt23782140	2024	Vaazhai	7.7	5005
tt0061787	1967	Hour of the Gun	6.6	5005
tt0057078	1963	The Whip and the Body	6.6	5004
tt0089371	1985	Mr. Vampire	7.2	5003
tt0177507	1999	Gigantic	7.6	5002
tt5914996	2017	No Game No Life: Zero	7.3	5001
tt0119092	1997	Face	6.6	5000
tt0329393	2002	Mr. and Mrs. Iyer	7.9	5000
tt0048317	1955	Love Me or Leave Me	7.1	4999
tt1337366	2010	Nokas	6.4	4999
tt0106305	1993	The Red Squirrel	7.1	4998
tt0105619	1993	The Heroic Trio	6.6	4998
tt0115633	1996	Bastard Out of Carolina	7.3	4997
tt0042958	1950	Scandal	7.2	4997
tt4572820	2016	For the Love of Spock	7.6	4996
tt0105411	1992	Simple Men	7.1	4996
tt0112365	1995	Angels and Insects	6.8	4995
tt0073155	1975	That Most Important Thing: Love	7.0	4995
tt4412362	2015	My Big Night	6.1	4993
tt0772176	2007	Christmas Story	7.1	4993
tt11311958	2020	Mookuthi Amman	6.6	4992
tt0025748	1934	The Scarlet Pimpernel	7.3	4991
tt9742334	2019	Brochevarevarura	8.0	4990
tt6338476	2017	Lost in London	6.1	4989
tt2323964	2013	Mere Dad Ki Maruti	6.4	4986
tt1664809	2010	Rakta Charitra	7.6	4983
tt5314118	2017	Journeyman	7.0	4983
tt0374298	2005	The Turkish Gambit	6.9	4982
tt27510257	2024	Thalavan	7.2	4980
tt0055910	1962	Sundays and Cybèle	7.8	4980
tt0064652	1969	Medium Cool	7.2	4980
tt0024240	1933	Lady for a Day	7.4	4979
tt0017668	1927	Berlin: Symphony of Metropolis	7.6	4979
tt0790663	2010	The First Grader	7.4	4979
tt1848926	2010	Hello Ghost	7.5	4978
tt0084867	1982	Vigilante	6.5	4977
tt23804378	2022	Three of Us	7.5	4976
tt0833960	2008	Gardens of the Night	6.8	4976
tt4337414	2015	Gopala Gopala	7.2	4975
tt4644382	2015	Monkey King: Hero Is Back	6.7	4975
tt1826603	2011	Asmaa	8.1	4975
tt2244947	2007	Can't Complain	7.5	4973
tt0079891	1982	The Shaolin Temple	6.8	4972
tt1325014	2010	The People vs. George Lucas	6.6	4971
tt0328844	2003	The Inheritance	7.2	4970
tt0051959	1958	Murder by Contract	7.2	4970
tt0040695	1948	Pitfall	7.1	4968
tt0493247	2006	Origin: Spirits of the Past	6.3	4967
tt0114055	1995	Peculiarities of the National Hunt	7.4	4967
tt5606538	2017	Confidential Assignment	6.7	4967
tt9099938	2019	Kingdom	6.7	4967
tt0758732	2007	Beaufort	6.7	4966
tt0024991	1934	Cleopatra	6.8	4966
tt10508838	2020	Double World	6.2	4965
tt9320226	2021	Yuvarathnaa	6.3	4965
tt7524414	2019	Beats	7.1	4964
tt0058580	1964	Sex and the Single Girl	6.4	4964
tt27302079	2023	Aattam	8.2	4962
tt0286516	2002	Respiro	7.0	4962
tt0116014	1996	Forbidden City Cop	6.9	4957
tt0034922	1943	Journey Into Fear	6.5	4956
tt3979300	2020	Magic Camp	6.3	4956
tt0072737	1975	Breakout	6.1	4956
tt2474310	2014	Land of Storms	6.8	4955
tt10482504	2020	The Trip to Greece	6.6	4954
tt0060165	1966	A Big Hand for the Little Lady	7.3	4954
tt0253499	1984	The Postman	7.0	4952
tt0099768	1990	Hidden Agenda	6.9	4952
tt0074312	1976	Chinese Roulette	7.2	4949
tt0096386	1988	Life Is a Long Quiet River	6.8	4949
tt1249171	2008	Global Metal	7.9	4947
tt0049452	1956	Love Me Tender	6.2	4947
tt0092842	1987	Dead of Winter	6.2	4946
tt0046878	1953	Crime Wave	7.3	4944
tt0211492	2000	The Luzhin Defence	6.8	4944
tt0092558	1987	Motherland Hotel	7.5	4943
tt3097396	2021	What Josiah Saw	6.2	4940
tt0263725	2001	Me Without You	6.7	4940
tt0026266	1935	David Copperfield	7.3	4940
tt0455958	2006	The Groomsmen	6.0	4938
tt0084228	1982	Labyrinth of Passion	6.1	4937
tt3480886	2015	Ma ma	6.4	4937
tt2007360	2013	Computer Chess	6.2	4937
tt0033436	1941	Buck Privates	7.0	4936
tt0058073	1964	The Evil of Frankenstein	6.0	4935
tt1330018	2016	The Book of Love	6.0	4935
tt5304996	2018	The Standoff at Sparrow Creek	6.1	4933
tt4550420	2016	My Blind Brother	6.0	4932
tt0318725	2003	Fear and Trembling	7.0	4932
tt14536120	2024	The Master and Margarita	7.2	4932
tt6662736	2018	What They Had	6.7	4931
tt0265713	2001	Scotland, Pa.	6.6	4931
tt0456340	2007	Chaotic Ana	6.3	4931
tt0427339	2004	Hawaii, Oslo	7.0	4928
tt0063050	1968	The Heart Is a Lonely Hunter	7.6	4928
tt0250371	2001	The Other Side of Heaven	6.2	4927
tt0042393	1950	Destination Moon	6.3	4925
tt1764141	2010	Cairo 678	7.4	4925
tt0119626	1997	Martín (Hache)	7.6	4925
tt28766949	2024	Uranus 2324	6.4	4925
tt0405149	2004	Mom's Guest	7.2	4925
tt0052293	1958	Thunder Road	6.5	4925
tt0029929	1938	Bluebeard's Eighth Wife	7.2	4925
tt0110186	1994	Jason's Lyric	6.6	4924
tt2980626	2015	Twinsters	7.5	4923
tt4741714	2016	Five	6.3	4922
tt0054412	1960	Tunes of Glory	7.5	4921
tt23648788	2025	Counterstrike	6.0	4921
tt0220623	2001	Executive Protection	6.3	4920
tt1340425	2010	DMT: The Spirit Molecule	7.1	4920
tt0047123	1954	It Should Happen to You	7.2	4920
tt1528312	2010	Route Irish	6.4	4920
tt4630444	2015	Being Charlie	6.2	4919
tt1048174	2007	The World Unseen	6.6	4919
tt12024308	2022	Wildflower	6.8	4919
tt0382073	2005	Heights	6.8	4919
tt0376181	2005	Shadows in the Sun	6.6	4919
tt0057344	1963	Any Number Can Win	7.3	4918
tt0027630	1936	Follow the Fleet	7.1	4917
tt5773402	2018	Dominion	8.9	4915
tt8359822	2019	Young Ahmed	6.6	4915
tt2625598	2013	Living on One Dollar	7.3	4915
tt6060964	2021	Man of God	7.0	4915
tt0051866	1958	The Lineup	7.3	4915
tt4003046	2014	Incir Reçeli 2	6.0	4915
tt0067454	1970	Multiple Maniacs	6.5	4914
tt0054452	1960	The Truth	7.6	4912
tt0046963	1954	Executive Suite	7.4	4911
tt0067921	1971	Valdez Is Coming	6.7	4911
tt10550884	2019	The Divine Fury	6.3	4911
tt0124770	1993	Patlabor 2: The Movie	7.5	4911
tt2076850	2012	Escape	6.1	4908
tt0023158	1932	Love Me Tonight	7.5	4908
tt0061135	1966	The Ugly Dachshund	6.5	4907
tt0068245	1972	Bad Company	6.9	4903
tt0292886	2002	Eight Hundred Bullets	6.3	4903
tt0061587	1966	Navajo Joe	6.3	4901
tt0095599	1988	Masquerade	6.1	4901
tt0055069	1961	The Ladies Man	6.3	4901
tt0160620	1999	Oxygen	6.0	4900
tt1151915	2008	Nothing Like the Holidays	6.1	4900
tt3328716	2014	Paper Planes	6.2	4900
tt3077108	2014	Appropriate Behavior	6.5	4899
tt0079322	1979	I... For Icarus	7.8	4899
tt1664806	2010	Raavanan	6.9	4898
tt0821470	2006	The City of Violence	6.6	4897
tt11087960	2021	Playground	7.3	4897
tt0031067	1939	Bachelor Mother	7.5	4897
tt14967472	2022	Of an Age	7.1	4896
tt0034928	1942	The Jungle Book	6.7	4895
tt28618488	2024	Vermiglio	6.9	4895
tt0051849	1958	The Left Handed Gun	6.4	4895
tt1729226	2012	Teddy Bear	7.1	4894
tt0285665	1995	Kuruthipunal	8.5	4892
tt0190506	1999	Killer 2	6.7	4892
tt1672845	2011	Tonight You're Mine	6.5	4891
tt3331028	2014	Imperial Dreams	6.7	4889
tt0117359	1996	Ponette	7.5	4887
tt25400540	2024	Guruvayoor Ambalanadayil	6.6	4886
tt3544218	2016	Belgica	6.7	4885
tt0076101	1976	The Con Artists	7.3	4885
tt0134614	1962	The Girls	7.8	4885
tt0084422	1982	The Night of the Shooting Stars	7.2	4885
tt0143428	1973	Lone Wolf and Cub: Baby Cart in the Land of Demons	7.5	4884
tt0043938	1951	The Prowler	7.1	4884
tt4948452	2015	The Student and Mister Henri	6.7	4883
tt0459880	2006	Lady Chatterley	6.7	4882
tt6212984	2017	Parava	8.0	4880
tt1265598	2012	In the Gray	6.5	4879
tt14189076	2022	Declaration	6.4	4878
tt0094868	1988	Chocolat	7.3	4875
tt0407246	2004	Duck Season	7.2	4873
tt0116754	1996	Prisoner of the Mountains	7.5	4873
tt13391696	2021	Cold Case	6.1	4873
tt10199974	2020	Pareeksha	8.0	4872
tt0103872	1992	Brain Donors	6.9	4872
tt0052861	1959	The Great War	8.1	4871
tt0065782	1970	Sunflower	7.3	4871
tt0057687	1963	Winnetou	6.8	4870
tt0432314	2009	Leningrad	6.0	4870
tt0042281	1950	The Breaking Point	7.5	4870
tt14986012	2022	12th Man	6.8	4870
tt0106937	1993	The Legend of Fong Sai-Yuk 2	6.9	4870
tt0022208	1931	Night Nurse	7.0	4870
tt0096827	1989	Apoorva Sagodharargal	8.3	4868
tt0387596	2003	Silmido	7.0	4867
tt7581552	2019	Unda	7.7	4867
tt0118852	2000	Chinese Coffee	7.0	4867
tt0088242	1984	Teachers	6.1	4865
tt10101702	2021	My Little Pony: A New Generation	6.8	4865
tt0116763	1996	Khamoshi the Musical	7.4	4865
tt10443846	2019	Yeh Saali Aashiqui	7.8	4864
tt0255289	1996	Kaalapani	8.5	4864
tt1274296	2010	Listen to Your Heart	6.9	4863
tt0097166	1989	Dead Bang	6.1	4863
tt5996202	2016	The Net	7.4	4862
tt0061170	1966	Walk Don't Run	6.6	4862
tt0033107	1940	Stranger on the Third Floor	6.8	4862
tt0020691	1930	The Big Trail	7.2	4861
tt0101733	1991	Dil Hai Ki Manta Nahin	7.2	4859
tt0160513	1999	A Map of the World	6.5	4854
tt3065132	2015	He Named Me Malala	7.0	4852
tt23664710	2023	Kutch Express	6.8	4852
tt6923462	2018	Manto	7.3	4851
tt0019071	1928	The Last Command	7.9	4851
tt8472964	2020	Chintu Ka Birthday	7.7	4850
tt0377079	2004	Izo	6.0	4850
tt0056327	1964	Pale Flower	7.7	4849
tt0069754	1973	The Baby	6.1	4847
tt1528734	2008	Food Matters	7.6	4847
tt0053772	1960	The Devil's Eye	7.1	4847
tt17382524	2022	The Tunnel to Summer, the Exit of Goodbyes	7.1	4847
tt0301684	2002	Once Upon a Time in the Midlands	6.1	4847
tt5598110	2016	In the Shadow of Iris	6.1	4846
tt0089753	1984	Holly - The Movie	6.4	4843
tt0057811	1964	633 Squadron	6.4	4843
tt0062120	1968	The Little Bather	6.6	4842
tt15210256	2023	Stephen Curry: Underrated	7.3	4842
tt11773456	2021	Naandhi	7.8	4841
tt0330069	2003	Blue Collar Comedy Tour: The Movie	7.1	4840
tt8015444	2020	Last and First Men	6.7	4840
tt0063557	1968	The Scalphunters	6.7	4840
tt0154683	1960	The Sinners of Hell	6.8	4840
tt0454065	2007	The Aerial	7.3	4840
tt0263743	1987	Billionaire	7.5	4838
tt0990404	2007	Chop Shop	7.2	4837
tt1852036	2011	Mr Perfect	7.0	4837
tt0276501	2001	Beijing Bicycle	7.2	4836
tt0425027	2003	Flywheel	6.7	4836
tt0425426	2005	Sans Kapiyi Kirinca	6.3	4834
tt6722726	2019	Come As You Are	7.1	4833
tt6463320	2019	Zana	7.1	4832
tt1525836	2011	Gantz: Perfect Answer	6.2	4832
tt0120747	1998	The Very Thought of You	6.4	4832
tt3528756	2014	The Incident	6.3	4831
tt4067106	2016	According to Ben Adams	6.0	4831
tt0140348	1994	Mahanadi	8.6	4831
tt0362771	2003	Ishq Vishk	6.1	4830
tt0018770	1928	The Fall of the House of Usher	7.2	4830
tt0064002	1969	Alice's Restaurant	6.3	4829
tt3496334	2014	For Some Inexplicable Reason	7.4	4828
tt0109321	1994	Troublemakers	6.0	4827
tt0120522	1997	Winter Sleepers	7.1	4826
tt0054042	1960	Macario	8.3	4826
tt2290065	2012	100 Bloody Acres	6.0	4825
tt0431213	2005	Lassie	6.7	4825
tt1170393	2008	Tambourine	6.9	4825
tt33474172	2025	A Widow's Game	6.2	4824
tt1754920	2011	Yeh Saali Zindagi	7.4	4824
tt4631532	2016	Our Lovers	6.7	4823
tt0072448	1975	Zorro	6.4	4823
tt0042367	1950	Cyrano de Bergerac	7.4	4821
tt0034162	1941	The Sea Wolf	7.5	4820
tt0091214	1986	Man Facing Southeast	7.6	4820
tt1921078	2010	Saint Petersburg	6.4	4819
tt2051941	2011	Men in Hope	7.0	4819
tt0084408	1982	Next of Kin	6.2	4819
tt0048563	1955	The Rose Tattoo	6.9	4818
tt0016884	1926	Flesh and the Devil	7.6	4817
tt0068341	1972	The Valachi Papers	6.4	4816
tt0111666	1994	War of the Buttons	7.3	4815
tt0996966	2008	Not Quite Hollywood: The Wild, Untold Story of Ozploitation!	7.6	4813
tt0323298	2003	The Mother	6.7	4812
tt6313158	2017	Olanlar Oldu	6.2	4812
tt7064498	2018	Return of the Hero	6.5	4811
tt1703048	2010	Naruto Shippûden: The Lost Tower	6.8	4811
tt1174042	2010	The Myth of the American Sleepover	6.3	4809
tt0435286	2004	Pokémon the Movie: Destiny Deoxys	6.1	4809
tt1846472	2012	Something in the Air	6.4	4808
tt0339419	2003	The Mudge Boy	7.1	4807
tt6910006	2019	End of Sentence	6.6	4803
tt5151716	2016	Tony Robbins: I Am Not Your Guru	6.6	4803
tt7264080	2017	I Love You, Daddy	6.3	4802
tt4219130	2015	Psycho-Pass: The Movie	7.1	4801
tt11468258	2022	FIR	6.9	4801
tt0040679	1948	The Paleface	6.6	4800
tt3722234	2018	Gosnell: The Trial of America's Biggest Serial Killer	6.5	4799
tt0122227	1989	Treasure Island. Captain Flint's Map	8.1	4798
tt0328031	2003	King of the Ants	6.1	4797
tt1481363	2009	Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire	7.0	4796
tt0114437	1995	High Risk	6.1	4796
tt2073086	2012	Still Mine	7.4	4795
tt0035608	1943	Action in the North Atlantic	7.0	4795
tt0371589	2003	Buddy	6.8	4794
tt0072777	1976	Chhoti Si Baat	8.3	4793
tt4239726	2015	Tanna	6.9	4792
tt0075178	1976	Fantozzi 2	7.7	4792
tt0204932	2000	A Summer Tale	7.3	4792
tt3239442	2014	The 10 Year Plan	6.1	4791
tt0794374	2006	Summer Palace	7.2	4790
tt3485166	2014	The Pirates	6.5	4790
tt6015328	2017	Chasing the Dragon	6.7	4789
tt1874522	2011	Here Without Me	7.7	4789
tt2078552	2012	Blood	6.0	4789
tt9193612	2019	Ride Your Wave	6.8	4788
tt1863192	2014	Corn Island	7.4	4787
tt2179231	2018	The Bromley Boys	6.2	4787
tt0060647	1966	Made in U.S.A	6.2	4786
tt30150917	2024	Justice League: Crisis on Infinite Earths - Part Three	6.1	4783
